6,replicate,v.,reproduce,copy,duplicate,,"모사하다, 복제하다",Janine tried to replicate the clothing style she saw in a fashion magazine.,Janine은 패션 잡지에서 본 옷 스타일을 모사하려고 노력했다.,
6,hasty,adj.,hurried,rushed,,,"황급한, 서두르는","Overwhelmed by the Russian winter, Napoleon's army performed a hasty retreat out of the country.",러시아의 겨울에 압도되어서 나폴레옹의 군대는 러시아 밖으로 황급히 후퇴했다.,
6,representative,adj.,indicative,typical,exemplary,,"나타내는, 전형적인",The fact that many celebrities attended the award show was representative of its importance.,그 시상식에 많은 연예인이 참석했다는 사실은 시상식의 중요성을 나타내는 것이다.,
6,range,n.,scope,spectrum,extent,,범위,"With the invention of the Internet, the range of media sources increased dramatically.",인터넷의 발명으로 미디어 출처의 범위가 극적으로 증가했다.,
7,considerable,adj.,substantial,a large amount of,large,,상당한,Plankton is gaining considerable interest among marine scientists.,플랑크톤은 해양 과학자들 사이에서 상당한 관심을 얻고 있다.,
7,considerable,adj.,meaningful,significant,,,중요한,"For Pavlov, winning the Nobel Prize was a considerable achievement.",파블로프에게 있어서 노벨상을 탄 것은 중요한 공적이었다.,
7,dominate,v.,control,govern,rule,,지배하다,The Spartans were a strong military force that dominated Ancient Greece.,스파르타인들은 고대 그리스를 지배했던 강력한 군사 세력이었다.,
7,dominate,v.,be widespread in,,,,압도적으로 우세하다,Feelings of concern dominated the climate conference.,우려의 감정이 그 기후 회의에서 압도적으로 우세했다.,
7,ratio,n.,proportion,rate,percentage,,비율,The ratio of women in the workforce is higher than ever.,노동 인구 중에서 여성의 비율은 그 어느 때보다 더 높다.,
7,duplicate,v.,copy,reproduce,imitate,,복제하다,It is considered stealing to illegally duplicate a copyrighted work without permission.,허가 없이 저작권이 있는 저작물을 불법 복제하는 것은 도둑질로 간주된다.,
7,duplicate,v.,repeat,,,,되풀이하다,"The baseball team won the championship last year, and they duplicated that success this year.","그 야구팀은 지난해 우승을 차지했고, 올해도 그 성공을 되풀이했다.",
7,barely,adv.,hardly,scarcely,almost not,,거의 ~않게,There has been barely any evidence that taking zinc helps prevent colds.,아연을 섭취하는 것이 감기 예방에 도움이 된다는 증거는 거의 없다.,
7,barely,adv.,just,only just,,,간신히,We arrived barely in time to see the beginning of the performance.,우리는 공연 시작을 간신히 볼 수 있는 시간에 도착했다.,
7,strew,v.,scatter,sprinkle,disperse,,흩뿌리다,The tsunami strewed debris over several miles of shoreline.,쓰나미는 해안선 수 마일에 걸쳐 잔해를 흩뿌렸다.,
7,legitimately,adv.,properly,lawfully,legally,,"합법적으로, 정당하게",The president was elected legitimately through a nationwide vote.,대통령은 전국적인 투표를 통해 합법적으로 선출되었다.,
7,encapsulate,v.,summarize,sum up,condense,,요약하다,The paper includes a concluding paragraph that encapsulates the main points.,그 논문은 주요 논점들을 요약하는 결론 단락을 포함하고 있다.,
7,relatively,adv.,comparatively,by comparison,,,비교적으로,Roses have a relatively stronger fragrance than sunflowers.,장미는 해바라기보다 비교적 더 강한 향기를 가지고 있다.,
7,hazard,n.,risk,danger,peril,jeopardy,위험,Reduced regulation created hazards to public health and safety.,완화된 규제가 공공 보건과 안전에 위험을 초래했다.,
7,paramount,adj.,supreme,prime,chief,,"최고의, 중요한",The company's paramount concern was its declining sales.,그 회사의 최고 관심사는 감소하는 매출이었다.,
7,unwieldy,adj.,difficult to manage,awkward,,,다루기 힘든,Heavy vehicles such as trucks and tractors can be unwieldy to operate.,트럭이나 트랙터와 같은 대형 차량들은 운전하기 힘들 수 있다.,
7,subsequent,adj.,succeeding,following,later,following in time,그 다음의,"The first earthquake was strong, but luckily the subsequent ones were weak.","첫 번째 지진은 강했지만, 다행히도 그 다음의 지진들은 약했다.",
7,striking,adj.,noticeable,remarkable,attention-getting,,현저한,There was a striking difference in the building's appearance after the renovation.,보수 후에 그 건물의 외관에는 현저한 차이가 있었다.,
7,extended,adj.,long-lasting,prolonged,,,장기간에 걸친,Images of Venus indicate that the planet may have had extended periods of geological activity.,금성의 사진들은 이 행성이 장기간에 걸친 지질학적 활동을 겪었을 수도 있다는 것을 보여준다.,
7,ephemeral,adj.,short-lived,living for a short time,temporary,,"단명하는, 덧없는",A mayfly is an ephemeral insect that has a lifespan of less than 48 hours.,하루살이는 48시간 미만의 수명을 가진 단명하는 곤충이다.,
7,rigid,adj.,strict,exact,severe,rigorous,엄격한,The rules at the military boot camp are so rigid that many drop out on the first day.,군대 신병 훈련소의 규율은 매우 엄격하여 많은 사람들이 첫째 날에 낙오한다.,
7,rigid,adj.,stiff,hard,firm,,"굳은, 경직된","When Ted heard the news, his whole body went rigid with shock.","Ted가 그 소식을 들었을 때, 그의 온몸은 충격으로 굳어졌다.",
7,chief,adj.,major,main,primary,principal,주요한,Victorian writer Alfred Lord Tennyson was a chief influence on the poet T.S. Eliot.,빅토리아 시대 작가인 알프레드 로드 테니슨은 시인 T.S. 엘리엇에게 주요한 영향을 준 인물이었다.,
7,severity,n.,seriousness,,,,심함,"The effects of black widow spider bites vary widely in severity, from mild skin irritation to death.",검은 과부 거미에게 물린 상처의 결과는 가벼운 피부 염증에서 죽음까지 그 심함에 있어서 가지각색이다.,
7,typical of,phr.,characteristic of,representative of,,,~을 대표하는,Family-owned stores were typical of nineteenth-century American commercial establishments.,가족에 의해 운영되는 상점들은 19세기의 미국 상업 체제를 대표하는 것이었다.,
7,enable,v.,allow,permit,facilitate,,가능하게 하다,Smartphones enable people to share information with others easily.,스마트폰은 사람들이 다른 사람들과 정보를 쉽게 공유하는 것을 가능하게 한다.,
7,empirical,adj.,based on observation,experimental,,,"실험상의, 실험에 의한",The scientists studied the rats' movements in order to gain empirical evidence about their behavior.,과학자들은 쥐의 행동에 대한 실험상의 근거를 얻기 위해서 쥐의 움직임을 연구했다.,
7,controversy,n.,dispute,debate,disagreement,contention,논쟁,How to distribute education funding is a controversy in many school districts.,교육 기금을 어떻게 배분할지는 많은 학군에서 논쟁이 되고 있다.,
7,accomplish,v.,achieve,execute,work out,put through,성취하다,"To accomplish its plan for a new building, the community center must raise a lot of money.",새 건물을 위한 계획을 성취하기 위해 주민센터는 많은 돈을 마련해야 한다.,
7,set,adj.,fixed,settled,,,고정된,Doctors recommend sticking to a set sleeping schedule in order to get good rest.,의사들은 충분한 휴식을 취하기 위해 고정된 수면 스케줄을 고수할 것을 권한다.,
7,set,v.,situate,place,put,,놓다,The movers will set the furniture inside the house.,운반업자들은 집 안에 가구를 놓을 것이다.,
7,lag,n.,delay,,,,지연,There is a slight lag between the transmission and reception of an electronic signal.,전기 신호의 전송과 수신 사이에는 약간의 지연이 있다.,
7,exude,v.,give off,release,emit,,발산하다,Human skin exudes sweat as a cooling mechanism.,인간의 피부는 냉각 방법으로 땀을 발산한다.,
7,interplay,n.,interaction,reciprocity,,,상호 작용,The interplay of supply and demand helps determine the price of goods.,수요와 공급의 상호 작용은 상품의 가격을 결정하는 것을 돕는다.,
7,precede,v.,come before,antecede,forerun,,~에 앞서다,A recovery in airline stocks typically precedes a rebound in the economy.,항공사 주식의 주가 회복은 보통 경제의 회복보다 앞선다.,
7,manipulation,n.,deliberate alteration,,,,조작,The manipulation of people's personal information without consent is a criminal offense.,허락 없이 사람들의 개인 정보를 조작하는 것은 형사 범죄이다.,
7,dry,adj.,arid,rainless,parched,,건조한,"Mars has a very dry environment, although some frozen water lies below the surface.",표층 아래에 얼어붙은 물이 조금 있기는 하지만 화성은 매우 건조한 환경을 가지고 있다.,
7,assist with,phr.,help with,aid,support,,~을 돕다,Financial advisors assist with managing and increasing their clients personal wealth.,재정 자문가들은 고객들의 개인 재산을 관리하고 늘리는 것을 돕는다.,
7,acute,adj.,severe,intense,extreme,,극심한,The Environmental Protection Agency has documented many cases of acute injury and death from fires.,미국 환경 보호국은 화재로 인한 극심한 부상과 사망의 여러 사례들을 기록해 왔다.,
7,article,n.,object,item,thing,,물품,Every single article in the museum is more than a thousand years old.,그 박물관의 모든 물품들은 천 년 이상 된 것들이다.,
7,scrutiny,n.,close observation,examination,inspection,,정밀 검사,"After much scrutiny, experts determined that the painting was authentic.","많은 정밀 검사 후, 전문가들은 그 그림이 진품이라고 결론지었다.",
7,recompense,n.,repayment,compensation,,,보상,Bobby offered to mow his neighbor's lawn as recompense for accidentally breaking her window with his baseball.,Bobby는 잘못하여 야구공으로 창문을 깬 것에 대한 보상으로 이웃의 잔디를 깎아주겠다고 제안했다.,
7,reflect,v.,show,indicate,display,demonstrate,나타내다,"Chants of ""Encore!"" reflected the crowd's enjoyment of the performance.",앙코르라는 구호는 공연에 대한 관중들의 즐거움을 나타냈다.,
7,reflect,v.,meditate,think,consider,ponder,숙고하다,Casey needed some time to reflect before making her decision.,Casey는 결정을 내리기 전에 숙고할 시간이 조금 필요했다.,
7,immeasurably,adv.,greatly,extremely,,,대단히,Quality of life has improved immeasurably because of modern technology.,삶의 질은 현대 기술 덕분에 대단히 향상되었다.,
